-4.52008e-006 0
-4.51958e-006 0.0333333
-4.51908e-006 0
-4.51858e-006 0.0333333
-4.51808e-006 0
-4.51758e-006 0.0333333
-4.51708e-006 0
-4.51658e-006 0.0333333
-4.51608e-006 0
-4.51558e-006 0.0333333
-4.51508e-006 0
-4.51458e-006 0.0333333
-4.51408e-006 0
-4.51358e-006 0.0333333
-4.51308e-006 0
-4.51258e-006 0.0333333
-4.51208e-006 0
-4.51158e-006 0.0333333
-4.51108e-006 0
-4.51058e-006 0.0333333
-4.51008e-006 0
-4.50958e-006 0.0333333
-4.50908e-006 0
-4.50858e-006 0.0333333
-4.50808e-006 0.0333333
-4.50758e-006 0.0333333
-4.50708e-006 0
-4.50658e-006 0.0333333
-4.50608e-006 0
-4.50558e-006 0.0333333
-4.50508e-006 0
-4.50458e-006 0.0333333
-4.50408e-006 0
-4.50358e-006 0.0333333
-4.50308e-006 0
-4.50258e-006 0.0333333
-4.50208e-006 0
-4.50158e-006 0.0333333
-4.50108e-006 0
-4.50058e-006 0.0333333
-4.50008e-006 0
-4.49958e-006 0.0333333
-4.49908e-006 0
-4.49858e-006 0.0333333
-4.49808e-006 0
-4.49758e-006 0.0333333
-4.49708e-006 0
-4.49658e-006 0.0333333
-4.49608e-006 0
-4.49558e-006 0.0333333
-4.49508e-006 0
-4.49458e-006 0.0333333
-4.49408e-006 0
-4.49358e-006 0.0333333
-4.49308e-006 0
-4.49258e-006 0.0333333
-4.49208e-006 0
-4.49158e-006 0.0333333
-4.49108e-006 0
-4.49058e-006 0.0333333
-4.49008e-006 0
-4.48958e-006 0.0333333
-4.48908e-006 0
-4.48858e-006 0.0333333
-4.48808e-006 0
-4.48758e-006 0.0333333
-4.48708e-006 0
-4.48658e-006 0.0333333
-4.48608e-006 0.0333333
-4.48558e-006 0.0333333
-4.48508e-006 0.0333333
-4.48458e-006 0.0333333
-4.48408e-006 0.0333333
-4.48358e-006 0.0333333
-4.48308e-006 0
-4.48258e-006 0.0333333
-4.48208e-006 0
-4.48158e-006 0.0333333
-4.48108e-006 0
-4.48058e-006 0.0333333
-4.48008e-006 0
-4.47958e-006 0.0333333
-4.47908e-006 0
-4.47858e-006 0.0333333
-4.47808e-006 0
-4.47758e-006 0.0333333
-4.47708e-006 0
-4.47658e-006 0.0333333
-4.47608e-006 0
-4.47558e-006 0.0333333
-4.47508e-006 0
-4.47458e-006 0.0333333
-4.47408e-006 0
-4.47358e-006 0.0333333
-4.47308e-006 0
-4.47258e-006 0.0333333
-4.47208e-006 0
-4.47158e-006 0.0333333
-4.47108e-006 0
-4.47058e-006 0.0333333
-4.47008e-006 0
-4.46958e-006 0.0333333
-4.46908e-006 0
-4.46858e-006 0.0333333
-4.46808e-006 0
-4.46758e-006 0.0333333
-4.46708e-006 0
-4.46658e-006 0.0333333
-4.46608e-006 0
-4.46558e-006 0.0333333
-4.46508e-006 0
-4.46458e-006 0.0333333
-4.46408e-006 0
-4.46358e-006 0.0333333
-4.46308e-006 0
-4.46258e-006 0.0333333
-4.46208e-006 0
-4.46158e-006 0.0333333
-4.46108e-006 0
-4.46058e-006 0.0333333
-4.46008e-006 0
-4.45958e-006 0.0333333
-4.45908e-006 0
-4.45858e-006 0.0333333
-4.45808e-006 0
-4.45758e-006 0.0333333
-4.45708e-006 0
-4.45658e-006 0.0333333
-4.45608e-006 0
-4.45558e-006 0.0333333
-4.45508e-006 0
-4.45458e-006 0.0333333
-4.45408e-006 0
-4.45358e-006 0.0333333
-4.45308e-006 0
-4.45258e-006 0.0333333
-4.45208e-006 0
-4.45158e-006 0.0333333
-4.45108e-006 0
-4.45058e-006 0.0333333
-4.45008e-006 0
-4.44958e-006 0.0333333
-4.44908e-006 0
-4.44858e-006 0.0333333
-4.44808e-006 0
-4.44758e-006 0.0333333
-4.44708e-006 0
-4.44658e-006 0.0333333
-4.44608e-006 0
-4.44558e-006 0.0333333
-4.44508e-006 0
-4.44458e-006 0.0333333
-4.44408e-006 0
-4.44358e-006 0.0333333
-4.44308e-006 0
-4.44258e-006 0.0333333
-4.44208e-006 0
-4.44158e-006 0.0333333
-4.44108e-006 0
-4.44058e-006 0.0333333
-4.44008e-006 0
-4.43958e-006 0.0333333
-4.43908e-006 0
-4.43858e-006 0.0333333
-4.43808e-006 0
-4.43758e-006 0.0333333
-4.43708e-006 0
-4.43658e-006 0.0333333
-4.43608e-006 0
-4.43558e-006 0.0333333
-4.43508e-006 0
-4.43458e-006 0.0333333
-4.43408e-006 0
-4.43358e-006 0.0333333
-4.43308e-006 0
-4.43258e-006 0.0333333
-4.43208e-006 0.0333333
-4.43158e-006 0.0333333
-4.43108e-006 0
-4.43058e-006 0.0333333
-4.43008e-006 0
-4.42958e-006 0.0333333
-4.42908e-006 0
-4.42858e-006 0.0333333
-4.42808e-006 0
-4.42758e-006 0.0333333
-4.42708e-006 0
-4.42658e-006 0.0333333
-4.42608e-006 0
-4.42558e-006 0.0333333
-4.42508e-006 0
-4.42458e-006 0.0333333
-4.42408e-006 0
-4.42358e-006 0.0333333
-4.42308e-006 0
-4.42258e-006 0.0333333
-4.42208e-006 0
-4.42158e-006 0.0333333
-4.42108e-006 0
-4.42058e-006 0.0333333
-4.42008e-006 0
-4.41958e-006 0.0333333
-4.41908e-006 0
-4.41858e-006 0.0333333
-4.41808e-006 0
-4.41758e-006 0.0333333
-4.41708e-006 0.0333333
-4.41658e-006 0.0333333
-4.41608e-006 0.0333333
-4.41558e-006 0.0333333
-4.41508e-006 0
-4.41458e-006 0.0333333
-4.41408e-006 0
-4.41358e-006 0.0333333
-4.41308e-006 0
-4.41258e-006 0.0333333
-4.41208e-006 0
-4.41158e-006 0.0333333
-4.41108e-006 0
-4.41058e-006 0.0333333
-4.41008e-006 0
